address	size	name	hints
0x4F31B0	1088		
0x4F35F0	272		
0x4F3700	240		
0x4F37F0	1328	JobGetOutOfWater::vfunc8	
0x4F3D20	272		
0x4F3E30	208		
0x4F3F00	480		
0x4F40E0	432	JobGoto::vfunc8	
0x4F4290	80	JobGoto::vfunc19	
0x4F42E0	192		
0x4F43A0	256		
0x4F44A0	208		
0x4F4570	432		
0x4F4720	128		
0x4F47A0	384		
0x4F4920	224		
0x4F4A00	48		
0x4F4A30	976	JobGuardSpot::vfunc21	
0x4F4E00	320		
0x4F4F40	192		
0x4F5000	288		
0x4F5120	112		
0x4F5190	144		
0x4F5220	128		
0x4F52A0	176		
0x4F5350	144		
0x4F53E0	208		
0x4F54B0	528		
0x4F56C0	272		
0x4F57D0	224		
0x4F58B0	1376		
0x4F5E10	176		
0x4F5EC0	2112		
0x4F6700	384		
0x4F6880	1440		
0x4F6E20	448	JobImmobilize::vfunc21	
0x4F6FE0	96		
0x4F7040	304		
0x4F7170	672		
0x4F7410	1072		
0x4F7840	144		
0x4F78D0	80		
0x4F7920	80		
0x4F7970	80		
0x4F79C0	144		
0x4F7A50	480		
0x4F7C30	96		
0x4F7C90	144		
0x4F7D20	144		
0x4F7DB0	32		
0x4F7DD0	32		
0x4F7DF0	64		
0x4F7E30	176		
0x4F7EE0	240		
0x4F7FD0	128		
0x4F8050	384		
0x4F81D0	80		
0x4F8220	4000	JobInvestigate::vfunc8	
0x4F91C0	224		
0x4F92A0	288		
0x4F93C0	272		
0x4F94D0	96		
0x4F9530	1616		
0x4F9B80	1568		
0x4FA1A0	528		speak_laugh
0x4FA3B0	544		
0x4FA5D0	304		
0x4FA700	144		
0x4FA790	304		
0x4FA8C0	272		
0x4FA9D0	144		
0x4FAA60	368		
0x4FABD0	112		
0x4FAC40	128		
0x4FACC0	336		
0x4FAE10	144		
0x4FAEA0	176		
0x4FAF50	224		
0x4FB030	160		
0x4FB0D0	576		
0x4FB310	96		
0x4FB370	1520		
0x4FB960	272		
0x4FBA70	560		
0x4FBCA0	304		
0x4FBDD0	880		
0x4FC140	416		
0x4FC2E0	288	JobPanic::vfunc21	
0x4FC400	112	JobPanic::vfunc19	
0x4FC470	272		
0x4FC580	208		
0x4FC650	208		
0x4FC720	2160	JobPhasedLOS::vfunc8	
0x4FCF90	256		
0x4FD090	80		
0x4FD0E0	224		
0x4FD1C0	1296		
0x4FD6D0	192		
0x4FD790	400		
0x4FD920	256		
0x4FDA20	176		
0x4FDAD0	144		
0x4FDB60	1040		
0x4FDF70	896	JobScript::vfunc17	
0x4FE2F0	128		
0x4FE370	240		
0x4FE460	128		
0x4FE4E0	128		
0x4FE560	128		
0x4FE5E0	160		
0x4FE680	448		
0x4FE840	2784		
0x4FF320	176		
0x4FF3D0	256		
0x4FF4D0	160		
0x4FF570	672		
0x4FF810	224		
0x4FF8F0	112		
0x4FF960	992	JobSlogReturn::vfunc8	
0x4FFD40	624		
0x4FFFB0	160		
0x500050	80		
0x5000A0	848	JobSmacked::vfunc21	
0x5003F0	112		
0x500460	112		
0x5004D0	80		
0x500520	64		
0x500560	224		
0x500640	112		
0x5006B0	112		
0x500720	128		
0x5007A0	80		
0x5007F0	176		
0x5008A0	112		
0x500910	64		
0x500950	96		
0x5009B0	80		
0x500A00	128		
0x500A80	144		
0x500B10	240		
0x500C00	144		
0x500C90	192		
0x500D50	128		
0x500DD0	1216		
0x501290	128		
0x501310	320		
0x501450	416	JobSpawner::vfunc45	
0x5015F0	912		
0x501980	80		
0x5019D0	176		
0x501A80	208		
0x501B50	304		
0x501C80	144		
0x501D10	208		
0x501DE0	592		
0x502030	2000		
0x502800	912		
0x502B90	144		
0x502C20	384		
0x502DA0	112		
0x502E10	128		
0x502E90	352		
0x502FF0	160		
0x503090	208		
0x503160	48		
0x503190	1120		
0x5035F0	224		
0x5036D0	64	SGAttack::vfunc13	
0x503710	672	SGAttack::vfunc16	
0x5039B0	1616		
0x504000	384		
0x504180	1200		
0x504630	144		
0x5046C0	848		
0x504A10	912		
0x504DA0	160		
0x504E40	48		
0x504E70	32		
0x504E90	528		
0x5050A0	864		
0x505400	2944		
0x505F80	112		
0x505FF0	192		
0x5060B0	480		
0x506290	208		
0x506360	1312		
0x506880	80		
0x5068D0	192		
0x506990	1376		
0x506EF0	288		
0x507010	288		
0x507130	416		
0x5072D0	288		
0x5073F0	288		
0x507510	400		
0x5076A0	736		
0x507980	256		
0x507A80	256		
0x507B80	96		
0x507BE0	496		
0x507DD0	128		
0x507E50	608		
0x5080B0	736		
0x508390	1216		
0x508850	1360		
0x508DA0	1488		
0x509370	528		
0x509580	176		
0x509630	144		
0x5096C0	144		
0x509750	288		
0x509870	192		
0x509930	160		
0x5099D0	208		
0x509AA0	192		
0x509B60	128		
0x509BE0	176		
0x509C90	160		
0x509D30	192		
0x509DF0	256		
0x509EF0	128		
0x509F70	160		
0x50A010	160		
0x50A0B0	736		
0x50A390	544	SGFireWeapon::vfunc16	
0x50A5B0	416		
0x50A750	80		
0x50A7A0	64		
0x50A7E0	288		
0x50A900	336		
0x50AA50	144		
0x50AAE0	112		
0x50AB50	448		
0x50AD10	768	SGGoThroughDoor::vfunc16	
0x50B010	320		
0x50B150	336		
0x50B2A0	576		
0x50B4E0	352		
0x50B640	96		
0x50B6A0	112		
0x50B710	144		
0x50B7A0	32		
0x50B7C0	208		
0x50B890	304		
0x50B9C0	96		
0x50BA20	400		
0x50BBB0	176		
0x50BC60	1440	SGGotoDirect::vfunc16	
0x50C200	208	SGGotoDirect::vfunc12	
0x50C2D0	112		
0x50C340	176		
0x50C3F0	80		
0x50C440	176		
0x50C4F0	208		
0x50C5C0	208		
0x50C690	240		
0x50C780	224		
0x50C860	208		
0x50C930	208		
0x50CA00	560		
0x50CC30	96		
0x50CC90	160		
0x50CD30	96		
0x50CD90	144		
0x50CE20	128		
0x50CEA0	256		
0x50CFA0	624		m_nav is NULL | .\Ai\SGGotoNav.cpp
0x50D210	32		
0x50D230	352	SGGotoNav::vfunc16	
0x50D390	240		%s|%s
0x50D480	192		
0x50D540	352		
0x50D6A0	96		
0x50D700	720	ReInitNavReq::vfunc7	
0x50D9D0	368		
0x50DB40	208		
0x50DC10	144		
0x50DCA0	592		
0x50DEF0	976		This class is not IOZed | .\Ai\SGGotoNavWork.cpp
0x50E2C0	912		
0x50E650	320		
0x50E790	208		
0x50E860	320		
0x50E9A0	1088		
0x50EDE0	1280		
0x50F2E0	960		This should be every case. | .\Ai\SGGotoNavWork.cpp
0x50F6A0	112		
0x50F710	112		
0x50F780	592		
0x50F9D0	208		
0x50FAA0	240		
0x50FB90	208		
0x50FC60	464		.\Ai\SGGotoNavWork.cpp
0x50FE30	160		
0x50FED0	112		
0x50FF40	208		
0x510010	320		
0x510150	96	SGGotoTurnWork::vfunc16	
0x5101B0	144		
0x510240	256		
0x510340	224		
0x510420	352		
0x510580	80		
0x5105D0	144		
0x510660	288		
0x510780	192		
0x510840	192		
0x510900	848		
0x510C50	1376		
0x5111B0	240		
0x5112A0	320		
0x5113E0	160		
0x511480	96		
0x5114E0	720		.\AI\ShortGoalCinematic.cpp
0x5117B0	224		
0x511890	176		
0x511940	3616		
0x512760	320		
0x5128A0	416	ShortGoalConversation::vfunc12	
0x512A40	272		
0x512B50	416		
0x512CF0	208		
0x512DC0	208		
0x512E90	672		
0x513130	272		
0x513240	288		
0x513360	48		
0x513390	128		
0x513410	144		
0x5134A0	160		
0x513540	464		
0x513710	160		
0x5137B0	64		
0x5137F0	640	ShortGoalIdle::vfunc16	
0x513A70	496		
0x513C60	272		
0x513D70	112		
0x513DE0	144		
0x513E70	544		
0x514090	496		
0x514280	304		
0x5143B0	368		
0x514520	272		
0x514630	1088		
0x514A70	240		
0x514B60	272		
0x514C70	176		
0x514D20	1888		
0x515480	352		
0x5155E0	336		
0x515730	320		
0x515870	192	ShortGoalIdle::vfunc12	
0x515930	144		
0x5159C0	80		
0x515A10	64		
0x515A50	64		
0x515A90	288		
0x515BB0	80		
0x515C00	176		
0x515CB0	80		
0x515D00	160		
0x515DA0	128		
0x515E20	64		
0x515E60	112		
0x515ED0	128		
0x515F50	96		
0x515FB0	176		
0x516060	224		
0x516140	272		
0x516250	144		
0x5162E0	80		
0x516330	112		
0x5163A0	416		
0x516540	768	ShortGoalImmobilize::vfunc16	
0x516840	272	ShortGoalImmobilize::vfunc11	
0x516950	496	ShortGoalImmobilize::vfunc8	
0x516B40	80		
0x516B90	176		
0x516C40	144		
0x516CD0	336		
0x516E20	992	ShortGoalPlayAnim::vfunc16	
0x517200	272		
0x517310	528		
0x517520	112	ShortGoalRunCrazy::vfunc12	
0x517590	592		
0x5177E0	80		
0x517830	1360	ShortGoalRunCrazy::vfunc16	
0x517D80	160		
0x517E20	128		
0x517EA0	208		
0x517F70	752		
0x518260	80		
0x5182B0	256	ShortGoalSendTo::vfunc16	
0x5183B0	256	ShortGoalSendTo::vfunc12	
0x5184B0	528		
0x5186C0	1136	ShortGoalTalk::vfunc16	
0x518B30	192		
0x518BF0	592		
0x518E40	608		
0x5190A0	528		
0x5192B0	144		
0x519340	192		
0x519400	176	MindDead::vfunc7	
0x5194B0	544	Mind::vfunc5	
0x5196D0	288	MindDead::vfunc15	
0x5197F0	208		Unknown mind state | .\AI\Mind.cpp
0x5198C0	288		
0x5199E0	2160		
0x51A250	496	MindDead::vfunc20	
0x51A440	704	Mind::vfunc13	
0x51A700	64		
0x51A740	224		
0x51A820	96		
0x51A880	48		
0x51A8B0	176		
0x51A960	176		
0x51AA10	112		
0x51AA80	96		
0x51AAE0	960	MoveBoltRayReq::vfunc7	
0x51AEA0	1088		
0x51B2E0	288		Phv
0x51B400	144		
0x51B490	80		
0x51B4E0	496	Mind::vfunc8	
0x51B6D0	160		
0x51B770	80		
0x51B7C0	96		
0x51B820	320		
0x51B960	128		
0x51B9E0	128		
0x51BA60	288		
0x51BB80	512		
0x51BD80	48		
0x51BDB0	64		
0x51BDF0	688		
0x51C0A0	896		Phv
0x51C420	528		Phv
0x51C630	304		
0x51C760	336		
0x51C8B0	176		
0x51C960	464		
0x51CB30	576		
0x51CD70	128		
0x51CDF0	576		Phv
0x51D030	448		
0x51D1F0	640		
0x51D470	384		Event eNPCShout is being incorrectly sent. | .\AI\MindBasic.cpp
0x51D5F0	1616		
0x51DC40	144		
0x51DCD0	432		
0x51DE80	672		
0x51E120	1328		
0x51E650	256		
0x51E750	2704		
0x51F1E0	160	MindBasic::vfunc8	
0x51F280	160		
0x51F320	64		
0x51F360	64		
0x51F3A0	64		
0x51F3E0	80		
0x51F430	80		
0x51F480	80		
0x51F4D0	80		
0x51F520	64		
0x51F560	64		
0x51F5A0	64		
0x51F5E0	80		
0x51F630	80		
0x51F680	80		
0x51F6D0	80		
0x51F720	80		
0x51F770	80		
0x51F7C0	64		
0x51F800	64		
0x51F840	64		
0x51F880	192		
0x51F940	99		
0x51F9A3	157		
0x51FA40	176		
0x51FAF0	112		
0x51FB60	48		
0x51FB90	160		
0x51FC30	64		
0x51FC70	96		
0x51FCD0	368		
0x51FE40	128		
0x51FEC0	48		
0x51FEF0	176		
0x51FFA0	416		..\source\granny_track_mask.cpp
0x520140	112		
0x5201B0	208		
0x520280	720		..\source\granny_track_mask.cpp | %s(%d): BoneIndex %d is out-of-bounds (only %d bones in this track mask)
0x520550	112		
0x5205C0	64		
0x520600	128		
0x520680	352		
0x5207E0	800		
0x520B00	32		
0x520B20	112		
0x520B90	96		
0x520BF0	64		
0x520C30	64		
0x520C70	48		
0x520CA0	96		
0x520D00	96		
0x520D60	128		
0x520DE0	144		
0x520E70	128		
0x520EF0	80		
0x520F40	64		
0x520F80	64		
0x520FC0	64		
0x521000	48		
0x521030	96		
0x521090	208		
0x521160	176		
0x521210	400		
0x5213A0	224		
0x521480	304		
0x5215B0	384		
0x521730	224		
0x521810	640		
0x521A90	64		
0x521AD0	240		
0x521BC0	160		
0x521C60	192		
0x521D20	96		
0x521D80	160		
0x521E20	384		
0x521FA0	416		
0x522140	416		..\source\granny_track_mask.cpp | %s(%d): BoneIndex %d is out-of-bounds (only %d bones in this track mask)
0x5222E0	272		
0x5223F0	416		
0x522590	240		
0x522680	240		
0x522770	432		
0x522920	208		
0x5229F0	128		
0x522A70	208		
0x522B40	224		
0x522C20	96		
0x522C80	384		
0x522E00	80		
0x522E50	96		
0x522EB0	80		
0x522F00	64		
0x522F40	48		
0x522F70	96		
0x522FD0	80		
0x523020	128		
0x5230A0	80		
0x5230F0	128		
0x523170	80		
0x5231C0	144		
0x523250	256		
0x523350	112		
0x5233C0	160		
0x523460	224		
0x523540	288		
0x523660	64		
0x5236A0	96		
0x523700	80		
0x523750	144		
0x5237E0	192		
0x5238A0	432		
0x523A50	80		
0x523AA0	80		
0x523AF0	149		
0x523B85	43		
0x523BB0	64		
0x523BF0	256		
0x523CF0	112		
0x523D60	144		
0x523DF0	208		
0x523EC0	1648		
0x524530	304		
0x524660	320		
0x5247A0	320		
0x5248E0	112		
0x524950	48		
0x524980	64		
0x5249C0	80		
0x524A10	64		
0x524A50	80		
0x524AA0	32		
0x524AC0	64		
0x524B00	48		
0x524B30	48		
0x524B60	208		
0x524C30	64		
0x524C70	224		
0x524D50	1952		
0x5254F0	1264		
0x5259E0	640		
0x525C60	48		
0x525C90	48		
0x525CC0	128		
0x525D40	144		
0x525DD0	160		
0x525E70	208		
0x525F40	128		
0x525FC0	144		
0x526050	976		
0x526420	288		
0x526540	160		
0x5265E0	3760		
0x527490	1248		
0x527970	352		
0x527AD0	368		
0x527C40	224		
0x527D20	352	MotionImpl::vfunc8	
0x527E80	192		
0x527F40	416		
0x5280E0	240		
0x5281D0	784		
0x5284E0	96		
0x528540	112		
0x5285B0	48		
0x5285E0	64		
0x528620	48		
0x528650	32		
0x528670	32		
0x528690	48		
0x5286C0	32		
0x5286E0	48		
0x528710	44		
0x52873C	292		
0x528860	752		
0x528B50	112		
0x528BC0	96		
0x528C20	21		
0x528C35	507		
0x528E30	400		
0x528FC0	656	MotionImpl::vfunc37	
0x529250	160		
0x5292F0	992	MotionImpl::vfunc62	
0x5296D0	688	MotionImpl::vfunc59	
0x529980	336		
0x529AD0	272		
0x529BE0	592		
0x529E30	224		
0x529F10	192		
0x529FD0	448		
0x52A190	240		
0x52A280	1744		
0x52A950	416		
0x52AAF0	176		
0x52ABA0	1104		
0x52AFF0	352		
0x52B150	352		
0x52B2B0	32		
0x52B2D0	4112		
0x52C2E0	1024	MotionImpl::vfunc63	.\Motion\MotionImpl.cpp
0x52C6E0	240		
0x52C7D0	128		
0x52C850	272		
0x52C960	48		
0x52C990	1088		
0x52CDD0	208		
0x52CEA0	64		
0x52CEE0	2016		
0x52D6C0	704		
0x52D980	1184		
0x52DE20	176		
0x52DED0	1120		
0x52E330	240		.\Motion\MotionImpl.cpp
0x52E420	160		
0x52E4C0	80		
0x52E510	768		
0x52E810	112		
0x52E880	112		
0x52E8F0	208		
0x52E9C0	240		
0x52EAB0	2352		
0x52F3E0	128		
0x52F460	80		
0x52F4B0	256		
0x52F5B0	64		
0x52F5F0	32		
0x52F610	80		
0x52F660	688		
0x52F910	336		
0x52FA60	416		
0x52FC00	1148		
0x53007C	4		
0x530080	240		
0x530170	6912		
0x531C70	304		
0x531DA0	768		
0x5320A0	368		
0x532210	1264		
0x532700	960		
0x532AC0	304	MotionImpl::vfunc42	
0x532BF0	1824		Phv
0x533310	1568		
0x533930	1120		
0x533D90	4224		
0x534E10	816	MotionImpl::vfunc81	
0x535140	1536	MotionImpl::vfunc82	
0x535740	608		
0x5359A0	256		
0x535AA0	912		
0x535E30	240		
0x535F20	96		
0x535F80	64		
0x535FC0	640		
0x536240	368		
0x5363B0	400	MotionImpl::vfunc77	
0x536540	304		
0x536670	352		
0x5367D0	160		
0x536870	1920		
0x536FF0	256		
0x5370F0	736	MotionImpl::vfunc72	
0x5373D0	208		
0x5374A0	176		
0x537550	592		
0x5377A0	864		
0x537B00	576		
0x537D40	160	MotionImpl::vfunc115	
0x537DE0	256	MotionImpl::vfunc116	
0x537EE0	142		
0x537F6E	674		
0x538210	80		
0x538260	1200		
0x538710	80		
0x538760	1808		
0x538E70	1264		
0x539360	336		
0x5394B0	880		
0x539820	688		
0x539AD0	192		
0x539B90	416		
0x539D30	960		
0x53A0F0	1664		
0x53A770	192		
0x53A830	352		
0x53A990	64		
0x53A9D0	448	MotionImpl::vfunc85	
0x53AB90	1808		
0x53B2A0	144	MotionImpl::vfunc86	
0x53B330	1504		
0x53B910	544		
0x53BB30	3184		
0x53C7A0	1184		
0x53CC40	224		
0x53CD20	464		
0x53CEF0	864		
0x53D250	1456		
0x53D800	80		
0x53D850	304		
0x53D980	208		
0x53DA50	560		
0x53DC80	1168		
0x53E110	528		
0x53E320	48		
0x53E350	400		
0x53E4E0	112		
0x53E550	2048		
0x53ED50	560		
0x53EF80	304		
0x53F0B0	496		
0x53F2A0	368		
0x53F410	240		
0x53F500	224		
0x53F5E0	480		
0x53F7C0	320		
0x53F900	1712		
0x53FFB0	192		
0x540070	336		
0x5401C0	624		
0x540430	112		
0x5404A0	736		
0x540780	96		
0x5407E0	544	MotionImpl::vfunc90	
0x540A00	192		
0x540AC0	48		
0x540AF0	704	MotionImpl::vfunc89	
0x540DB0	176		
0x540E60	128		
0x540EE0	48		
0x540F10	480		
0x5410F0	48		
0x541120	733		
0x5413FD	111		
0x54146C	308		
0x5415A0	1408		
0x541B20	880		
0x541E90	96		grbR
0x541EF0	1024	MotionImpl::vfunc113	
0x5422F0	528	MotionImpl::vfunc97	
0x542500	144		
0x542590	960		
0x542950	144		
0x5429E0	112		
0x542A50	784		
0x542D60	144		
0x542DF0	144		
0x542E80	1456		
0x543430	48		
0x543460	2880		
0x543FA0	576		
0x5441E0	1248		
0x5446C0	96		
0x544720	512		
0x544920	176		
0x5449D0	96		
0x544A30	64		
0x544A70	784		Should not get here! | .\Motion\MotionImpl.cpp
0x544D80	784	MotionImpl::vfunc55	
0x545090	672	MotionImpl::vfunc56	
0x545330	240		
0x545420	352		
0x545580	480		
0x545760	592		
0x5459B0	160		
0x545A50	720		
0x545D20	1680		
0x5463B0	512		
0x5465B0	368		
0x546720	144		
0x5467B0	32		
0x5467D0	32		
0x5467F0	160		
0x546890	304		
0x5469C0	112		
0x546A30	64		
0x546A70	48		
0x546AA0	3616		Bad call on dummy! | d:\exodduspc\code\game\motion\MotionImplDummy.h | Bad call on Dummy!
0x5478C0	704		
0x547B80	736	MotionImplDummy::vfunc62	
0x547E60	128		
0x547EE0	32		
0x547F00	32		
0x547F20	64		
0x547F60	80		
0x547FB0	112		
0x548020	208		
0x5480F0	288		
0x548210	128		
0x548290	128		
0x548310	576		
0x548550	160		
0x5485F0	128		
0x548670	496		
0x548860	224		
0x548940	272		
0x548A50	896		
0x548DD0	512		
0x548FD0	480		
0x5491B0	208		
0x549280	1504		
0x549860	656		
0x549AF0	1056		
0x549F10	688		
0x54A1C0	144		
0x54A250	1296		
0x54A760	816		
0x54AA90	64		
0x54AAD0	48		
0x54AB00	928		
0x54AEA0	432		
0x54B050	720		
0x54B320	1040		
0x54B730	496		
0x54B920	640		
0x54BBA0	512		
0x54BDA0	336		
0x54BEF0	320		
0x54C030	48		
0x54C060	304	Log	
0x54C190	352	Object	
0x54C2F0	128	RandomInt	
0x54C370	304	RandomFloat	
0x54C4A0	176		
0x54C550	64	Time	
0x54C590	272	WaitForButton	
0x54C6A0	464	GetThis	
0x54C870	560	ForceJob	
0x54CAA0	256	DefaultJob	
0x54CBA0	288		
0x54CCC0	336		
0x54CE10	176	PostAlarm	
0x54CEC0	352	BroadcastPlayerNoise	
0x54D020	240	IsNull	
0x54D110	240	IsSteef	
0x54D200	240	IsStranger	
0x54D2F0	160	MakePlayerSteef	
0x54D390	160	MakePlayerStranger	
0x54D430	144	LockPlayerDisguise	
0x54D4C0	144	UnlockPlayerDisguise	
0x54D550	80	UnlockAllMovies	
0x54D5A0	160	ShakeOffDamage	
0x54D640	208	DestroyAttachedBolts	
0x54D710	112	IsPlayerOnRope	
0x54D780	160	KnockPlayerOffRope	
0x54D820	64	SetSteefNaked	
0x54D860	64	Reboot	
0x54D8A0	96	QuickSave	
0x54D900	208	Delete	
0x54D9D0	144		
0x54DA60	656		
0x54DCF0	448		
0x54DEB0	224	LockCamera	
0x54DF90	224	LockToGround	
0x54E070	208	BreakLockToGround	
0x54E140	192	Teleport	
0x54E200	192	TeleportReset	
0x54E2C0	192	TeleportHome	
0x54E380	400	SetHomePosition	
0x54E510	304		
0x54E640	288		
0x54E760	304		
0x54E890	272		
0x54E9A0	320		
0x54EAE0	288		
0x54EC00	432		
0x54EDB0	336		
0x54EF00	336		
0x54F050	288		
0x54F170	256	GetInt	
0x54F270	256	GetFloat	
0x54F370	256	GetBool	
0x54F470	160	Set	
0x54F510	352	Inc	
0x54F670	352	Dec	
0x54F7D0	208		
0x54F8A0	208	GetID	
0x54F970	208		
0x54FA40	208		
0x54FB10	240		
0x54FC00	240		
0x54FCF0	240		
0x54FDE0	240		
0x54FED0	400		
0x550060	400		
0x5501F0	128	PortalEnable	
0x550270	128	PortalDisable	
0x5502F0	112	IsPortalEnabled	
0x550360	208	WaitForZonePagedIn	
0x550430	80		
0x550480	240	IsZonePagedIn	
0x550570	176	DeleteZone	
0x550620	272		
0x550730	192		
0x5507F0	176		
0x5508A0	928		
0x550C40	832		
0x550F80	880		
0x5512F0	1040		
0x551700	48		
0x551730	48		
0x551760	1088		
0x551BA0	1056		
0x551FC0	48		
0x551FF0	48		
0x552020	896		
0x5523A0	896		
0x552720	976		
0x552AF0	928		
0x552E90	416	ForceCombat	
0x553030	832		
0x553370	48		
0x5533A0	48		
0x5533D0	80		
0x553420	1072		
0x553850	96	FireBolt	
0x5538B0	48	FireBoltMiss	
0x5538E0	752	ImmobilizeSpiderBolaInstant	
0x553BD0	208	BoatTurretFireStart	
0x553CA0	144	BoatTurretFireStop	
0x553D30	864		
0x554090	912		
0x554420	912		
0x5547B0	592		
0x554A00	272		
0x554B10	1824		
0x555230	48	SetToInitialHealthAndStamina	
0x555260	48	SetToMaxHealthAndStamina	
0x555290	96	SetHealth	
0x5552F0	48	SetToMaxHealth	
0x555320	96	TakeDamage	
0x555380	96	KillObject	
0x5553E0	96	Gib	
0x555440	96	SetStamina	
0x5554A0	48	SetToMaxStamina	
0x5554D0	96	TakeStamina	
0x555530	96	Exhaust	
0x555590	288	WaitFor	
0x5556B0	192	Queue	
0x555770	1232		
0x555C40	192		
0x555D00	176		
0x555DB0	800		
0x5560D0	720		
0x5563A0	256	SetPlayerSeen	
0x5564A0	64	SetReverbEnvironment	
0x5564E0	176	PushMusic	
0x556590	64	PopMusic	
0x5565D0	128	TransitionMusic	
0x556650	64	EnableTensionMusic	
0x556690	64	DisableTensionMusic	
0x5566D0	64	EnableCombatMusic	
0x556710	64	DisableCombatMusic	
0x556750	240	SetRepeaterCue	
0x556840	544	PlaySoundUI	
0x556A60	240	PlaySound	
0x556B50	256	PlaySoundOnBone	
0x556C50	160	StopLastCue	
0x556CF0	144	PrimeCue	
0x556D80	272	PrimeSpeechCue	
0x556E90	1008	PlaySpeech	
0x557280	1136	PlaySpeechAt	
0x5576F0	1296	PlaySpeechAtWF	
0x557C00	240	StopSpeech	
0x557CF0	560	PlaySpeechVO	
0x557F20	368	StartSoundWF	
0x558090	96	StopSound	
0x5580F0	192	ActivateAmbientEmitter	
0x5581B0	96	DeactivateAmbientEmitter	
0x558210	128	StartEnvironmentalCue	
0x558290	160	IsEnvironmentalCueActive	
0x558330	128	StopEnvironmentalCue	
0x5583B0	64	NextCinematicPagingTracksCamera	
0x5583F0	128		
0x558470	32	ForceFPS	
0x558490	32	ForceNotFPS	
0x5584B0	32	ForceSniper	
0x5584D0	480		
0x5586B0	96	SetCinematicSkippable	
0x558710	64	ShowHealthBars	
0x558750	48	BeginCinematic	
0x558780	112	BeginCinematicRollControl	
0x5587F0	48	BeginCinematicNoBars	
0x558820	144	EndCinematic	
0x5588B0	560		
0x558AE0	48	FadeIn	
0x558B10	48	FadeInWF	
0x558B40	48	FadeOut	
0x558B70	48	FadeOutWF	
0x558BA0	48	FadeInFromColor	
0x558BD0	48	FadeInFromColorWF	
0x558C00	48	FadeOutToColor	
0x558C30	1328	FadeOutToColorWF	
0x559160	64	IsCinematicRunning	
0x5591A0	496		
0x559390	496		
0x559580	432	HireActor	
0x559730	432	StartJobOnSteef	
0x5598E0	416	StartScript	
0x559A80	272		
0x559B90	400	CutTo	
0x559D20	224		
0x559E00	864		
0x55A160	48	MoveTo	
0x55A190	240	MoveToWF	
0x55A280	480		
0x55A460	48	ReturnToGameCam	
0x55A490	48	ReturnToGameCamSpecific	
0x55A4C0	352		
0x55A620	48	TriggerAnimationReverse	
0x55A650	48	TriggerAnimationWF	
0x55A680	160	StopAnimation	
0x55A720	160	PutCurrentAnimationAtEnd	
0x55A7C0	480	PlayEffect	
0x55A9A0	640	StartEffect	
0x55AC20	208	StopEffect	
0x55ACF0	256	StopEffectDelayed	
0x55ADF0	576	SpawnEffectAttachedToBone	
0x55B030	576	SpawnEffectAttachedToBonePosition	
0x55B270	464	SpawnEffectAttachedToObject	
0x55B440	448	SpawnEffectAttachedToObjectPosition	
0x55B600	448		
0x55B7C0	800	SpawnTendrilTweenObjects	
0x55BAE0	768	SpawnTendrilFromBoneToObject	
0x55BDE0	848	SpawnTendrilFromBoneToBone	
0x55C130	640	SpawnTendrilFromRandomBoneToObject	
0x55C3B0	640	AttachGeometry	
0x55C630	352	DetachGeometry	
0x55C790	192	ActivateEffect	
0x55C850	192	DeactivateEffect	
0x55C910	64	EnableSaveLoad	
0x55C950	64	DisableSaveLoad	
0x55C990	736		
0x55CC70	57	PlayRumble	
0x55CCA9	135		
0x55CD30	496	TriggerExplosion	
0x55CF20	368		
0x55D090	352		
0x55D1F0	80	CountNPCDead	
0x55D240	80	CountNPCAlive	
0x55D290	80	CountNPCInNormal	
0x55D2E0	80	CountNPCInAgit	
0x55D330	80	CountNPCInCombat	
0x55D380	80	CountNPCInPanic	
0x55D3D0	96	CountNPCOfType	
0x55D430	96	CountNPCAliveOfType	
0x55D490	80	CountNPCAliveInGroup	
0x55D4E0	80	CountNPCInNormalInGroup	
0x55D530	80	CountNPCInAgitInGroup	
0x55D580	80	CountNPCInCombatInGroup	
0x55D5D0	80	CountNPCInPanicInGroup	
0x55D620	96	CountNPCOfTypeInGroup	
0x55D680	96	CountNPCAliveOfTypeInGroup	
0x55D6E0	96		
0x55D740	592	CreateCineGroupFromVolume	
0x55D990	272	AddObjectToGroup	
0x55DAA0	304	RemoveObjectFromGroup	
0x55DBD0	144	RingBell	
0x55DC60	160	IsTownPanicking	
0x55DD00	48	BoatTeleportAboard	
0x55DD30	48	BoatTeleportAshore	
0x55DD60	496		
0x55DF50	48	BoatMoveAboard	
0x55DF80	48	BoatMoveAboardWF	
0x55DFB0	112	PlayerInBoat	
0x55E020	112	BoatHasTurret	
0x55E090	176	BoatPlayAnim	
0x55E140	624		
0x55E3B0	48	BoatMove	
0x55E3E0	112	BoatReleaseFromPath	
0x55E450	48	BoatMoveWF	
0x55E480	288	BoatStopPhysics	
0x55E5A0	112	BoatStartPhysics	
0x55E610	112	BoatStopAutoRowing	
0x55E680	224	BoatWF	
0x55E760	176	BoatGiveTurret	
0x55E810	112	BoatTakeTurret	
0x55E880	352	CurrentSetEnabled	
0x55E9E0	32	WaitForCameraTrans	
0x55EA00	80		
0x55EA50	64		
0x55EA90	368	IsInFOV	
0x55EC00	208	IsInLOS	
0x55ECD0	400	IsInView	
0x55EE60	224	SetDOFRange	
0x55EF40	400	SetDOFDistance	
0x55F0D0	64	GetDOFDistance	
